urn:cts:perslit:helali.ghasideh:1	helali		ghasideh	"
قصیدهٔ شمارهٔ ۱"		خراسان سینهٔ روی زمین از بهر آن آمد%که جان آمد درو، یعنی عبیدالله خان آمد||زهی خان همایون‌فر که بر فرق همایونش%پر و بال همای دولت او سایبان آمد||شهنشاه فلک مسند، که بهر خواب امن او%ملک بر گوشهٔ ایوان کیوان پاسبان آمد||قوی‌دستی که در میدان همت پنجهٔ رستم%به پیش او فرسوده مشتی استخوان آمد||سمند تند زرین‌نعل او خورشید را ماند%که از مشرق به مغرب رفت و یک شب در میان آمد||مگر از سنگ رعدست آهن پیکان خون‌ریزش؟%که از جا چون برخاست بر دشمن گران آمد||قران کردند ماه و مشتری در طالع سعدش%به این طالع چو خورشید فلک صاحب‌قران آمد||ایا ماه فلک‌قدری، که بهر پابوس تو%همه روز آسمان بر آستان آمد||نزد مار سپهر ار فرق دشمن بر زمین یکسان%بفاوت بین که ما بین زمین و آسمان آمد||امان داد از کرم تا هر کسی گردد با من دل%بحمدالله! لطفش موجب امن و امان آمد||صفات ظاهر و اظهار آن کردم، خطا بود این%بیان کردم حدیثی که بر مردم عیان آمد||زبان را هیچ نقصانی نیامد اندرین گفتن%ولی چون در زبان یک نقطه افزون شد زیان آمد||هلالی گرچه عمری در به در می‌شد به هر کویی%بحمدالله آخر بندهٔ این آستان آمد
urn:cts:perslit:helali.ghasideh:2	helali		ghasideh	"
قصیدهٔ شمارهٔ ۲"		گر جان کنم به حسرت زان لب نمی‌کند دل%دل کندن از لب او جان کندنی‌ست مشکل||قبله‌ست روی جانان، لعلش چو آب حیوان%این یک مقابل جان و آن یک به جان مقابل||درست دعا بر آرم، هرگز فرو نیارم%الا دمی که سازم در گردنت حمایل||ای من سگ خیالت، آن‌جا که اوست هرگز%نه حاجب‌ست مانع، نه پرده‌دار حایل||بازی مکن که پیشت، در خون و خاک غلتم%نه مرده و نه زنده، چون مرغ نیم‌بسمل||گر بر زلال حیوان ریزد حمیم قهرت%آن آب زندگی را سازد چو زهر قاتل||گر در سموم باشد اندک نسیم لطفت%در یک نفس جهان را بخشد حیات کامل||از بهر مطربانت سازد فلک همیشه%این چرخ چنبری را خورشید و مه جلاجل||دست کرم گشودی، بذل درم نمودی%پیش از دعای داعی، پیش از نماز سایل||در سلک آن لئالی، خود را مکش هلالی%سررشته را نگه دار، زین رشته دست مگسل||بادا تمام مردم در خدمت تو حاضر%بادا نظام انجم از طلعت تو حاصل
urn:cts:perslit:helali.ghasideh:3	helali		ghasideh	"
قصیدهٔ شمارهٔ ۳"		تخت مرصع گرفت شاه ملمع بدن%جیب مرقع درید شاهد گل‌پیرهن||ساغر سیمین شکست ساقی زرین قدح%پیکر پروانه سوخت شمع زمرد لگن||آتش موسی گرفت در کمر کوهسار%شعله به گردون رساند آه دل کوهکن||حضرت خضر فلک خلعت خضرا گرفت%یافت به عمر دراز چشمهٔ ظلمت وطن||شمع فلک را نشاند شعشعهٔ آفتاب%شعله در انجم فگند مشعل آن انجمن||ارقم طاق فلک شمع جهان‌تاب را%تیغ زبان تیز کرد، گرم شد اندر سخن||شعبده‌باز سپهر ز آتش پنهان مهر%بر صفت اژدها ریخت شرر از دهن||خاتم زرینه داد دست سلیمان پناه%صبح به صحرا فتاد از بغل اهرمن||گفت فلک: نیست اینؤ بلکه در ایوان عرش%چتر سعادت زدند بهر حسین و حسن||مهر و مه از دست آن لعل و در بحر کان%سرو و گل از آب این جان و دل مرد و زن||هر دو بر اوج کمال همچو مه و آفتاب%هر دو به باغ جمال چون سمن و یاسمن||هر دو شه یک بساط، هر دو در یک صدف%هر دو مه یک فلک، هر دو گل یک چمن||شیفتهٔ باغ آن غنچهٔ خضرا لباس%سوختهٔ داغ این لالهٔ خونین کفن||بندهٔ هندوی آن افسر ترک ختا%صید سگ کوی این آهوی دشت ختن||سر علم عهد آن بیضهٔ بیضافروغ%مهره‌کش مهد این زهرهٔ زهرابدن||والد ایشان قریش، مولد ایشان حجاز%منبع ایشان فرات، معدن ایشان عدن||ناقهٔ ایشان حلیم، چون دل سلمی سلیم%مهرهٔ دل در مهار، رشتهٔ جان در رسن||خارخور و بارکش، نرم‌رو و سخت‌کوش%گرگ‌در و شیرگیر، کرگدن پیل‌تن||لعل تراز جُلش حضرت سلمان فارس%شانه‌کش کاکلش حضرت ویس قرن||زهرع‌جبینان ظهور کرده ز کوهان او%همچو طلوع سهیل از سر کوه یمن||صحن چراگاه او خاک رفیعی، که هست%خار و خس آن زمین زشک گل نسترن||کاش ز خاک هرات بر لب آب فرات%بختی بخت افگند رخت من و بخت من||یا فگند بر سرم سایه همای حجاز%تا شود این استخوان طعمهٔ زاغ و زغن||ماه جمال حسن گفت و کمال حسین%نظم هلالی گرفت حسن کلام حسن||رفته فروغ بصر، مرده چراغ نظر%کرده دلم را حزین گوشهٔ بیت‌الحزن||چشم و چراغ منید گر نظری افگنید%باز شود این چراغ در نظرم شعله‌زن||چند بود در بلا خاطر من مبتلا؟%چند بود در محن، سینهٔ من ممتحن؟||نفس دغل از درون گام نه و دام نه%دیو دنی از برون راهزن و چاه‌کن||رشتهٔ جان تاب زد، آتش دل سرکشید%شمع صفت سوختم مردم از این سوختن||برفگنم جامه را در شکنم خامه را%ختم کنم بر دعا مهر نهم بر دهن||ظل شما بسته‌ام نور شما برده‌ام%تا فگند ظل و نور بر دل حانم علن||جان شما غرق نور، نور شما در حضور%تا فتد از ابر فیض سایه به خار و سمن
urn:cts:perslit:helali.ghasideh:4	helali		ghasideh	"
قصیدهٔ شمارهٔ ۴"		شتر کشیدی اگر بار دل ز حجرهٔ تن%شدی نزار شتر زیر بار حجرهٔ من||شتر به باد رود، حجره نیز خاک شود%گرت شتر بود از سنگ و حجره از آهن||اجل به حجرهٔ گیتی عجب شترجانی‌ست!%که محمل شتر اوست حجره‌های بدن||به حجره و شتر ارکان دین چو قایم نیست%قوائم شتر و رخت حجره را بشکن||شتر به حجره بران تا در مدینه، که هست%در آن زمین شتر و حجرهٔ رسول زمن||ز حجره و شتر آن جناب منفعل‌ست%کلیم با شتر طور و حجرهٔ ایمن||ز دیده زد شتر تو قدم به حجرهٔ دل%کزان لبان شتر حجرهٔ مراست لبن||سرشک لعل که زد شترت به حجرهٔ چشم%ز حجره داد به من صد شتر عقیق یمن||به حجره بس که دلم بر شتر زند آتش%شتر به حجله نماید، چو شعله در گلخن||به حجره هیمه ندارم جز استخوان شتر%شتر به حجرهٔ جان آورم، دهم روغن||شتردلم من اگر نه مراست حجرهٔ طبل%ز حجره‌ام شتران بار برده از همه فن||چه معدن‌ست شتر حجره‌ام که از نظمش%به حجره‌ها شتران می‌برند در عدن||شته نه هم ملخست و نه حجره خانهٔ مور%شتر چو قصر بهشت‌ست و حجره چون گلشن||خوش آن که در طلا حجره و شتربانش%روان شود شتر روح ما ز حجرهٔ تن||شکاف حجرهٔ من چیست؟ چون دهان شتر%به قصد من چو شتر حجره باز کرده دهن||اگر نهد شترش رو به حجله‌ام شب تار%شود چو چشم شتر حجرهٔ دلم روشن||ز حجره‌ام شترش چون به خار قانع شد%به حجره خارشتر خوش‌تر آید از گلخن||به یمن احمد و اوصاف حجره و شترش%هزار بار شتر حجره می‌توان گفتن||به یاد حجرهٔ او بار بر شتر بندم%شتر کنیم ز تابود و حجره از مدفن||هلالی از شتر و حجره‌اش سخن تا کی؟%شتر به حجرهٔ مقصود کی رسد به سخن||همیشه تا شتر ابر گرد حجرهٔ گل%به حجره‌های افق چون شتر کند مسکن||فلک پی شتر و حجره باد از سر مهر%به حجرهٔ شتر از رشته‌ای مهر رسن
urn:cts:perslit:helali.ghazalh:100	helali		ghazalh	"
غزل شمارهٔ ۱۰۰"		آب حیات حسنت گل برگ تر ندارد%طعم دهان تنگت تنگ شکر ندارد||ای دیده، تیز منگر در روی نازک او%کز غایت لطافت تاب نظر ندارد||در هر گذر که باشی، نتوان گذشتن از تو%آری چو جانی و کس از جان گذر ندارد||سگ را بخون آهو رخصت مده که مسکین%از رشک چشم مستت خون در جگر ندارد||در عشق تو هلالی از ترک سر به سر شد%دیوانه است و عاشق، پروای سر ندارد
urn:cts:perslit:helali.ghazalh:101	helali		ghazalh	"
غزل شمارهٔ ۱۰۱"		روز عمرم چند، یارب! چون شب غم بگذرد؟%عمر من کم باد تا روز چنین کم بگذرد||دولت وصلت گذشت و محنت هجران رسید%آن گذشت، امید می‌دارم که این هم بگذرد||نگذرد، گر سال‌ها باشم به راهش منتظر%ور دمی غایب شوم، آید همان دم بگذرد||چون ز درد هجر گریان بر سر راهش روم%گریهٔ من بیند و خندان و خرم بگذرد||مرهمی نه بر دل افگار من، بهر خدا%پیش ازان روزی که کار دل ز مرهم بگذرد||هر که از روی ارادت پا نهد در راه عشق%عالمی پیش آیدش کز هر دو عالم بگذرد||تا کنون عمر هلالی در غم رویت گذشت%عمر باقی مانده، یا رب! هم درین غم بگذرد
urn:cts:perslit:helali.ghazalh:102	helali		ghazalh	"
غزل شمارهٔ ۱۰۲"		ماه شهر آشوب من هر گه به راهی بگذرد%شهر پرغوغا شود چونان که ماهی بگذرد||روزم از هجران سیه شد آفتاب من کجاست؟%تا به سویم در چنین روز سیاهی بگذرد||چون به ره می‌بینمش، بی‌خود تظلم می‌کنم%همچو مظلومی که به روی پادشاهی بگذرد||ای که در عشق بتان لاف صبوری می‌زنی%صبر کن تا زین حکایت چندگاهی بگذرد||نگذرد، گر سال‌ها باشم به راهش منتظر%ور دمی غایب شوم، آن دم چو ماهی بگذرد||با وجود آن که آتش زد مرا در جان و دل%دل نمی‌خواهد که سویش دود آهی بگذرد||ساقیا لب‌تشنه مردم کاش بر من بگذری%وه! چه باشد آب حیوان بر گیاهی بگذرد؟||در صف خوبان تو در جولان و خلقی در فغان%همچو آن شاهی که با خیل و سپاهی بگذرد||گفت می‌خواهم که از پیش هلالی بگذرم%آه! اگر ظلمی چنین بر بی‌گناهی بگذرد!
urn:cts:perslit:helali.ghazalh:103	helali		ghazalh	"
غزل شمارهٔ ۱۰۳"		شمع، دوش از نالهٔ من گریهٔ بسیار کرد%غالباً سوز دل من در دل او کار کرد||حال دل می‌داند آن شوخ و تغافل می‌کند%این سزای آن که سر عشق را اظهار کرد||نالهٔ من این همه زان ماه خوش‌رفتار نیست%هرچه با من کرد دور چرخ کج‌رفتار کرد||عاشقان زین پیش دایم عزتی می‌داشتند%محنت عشقش عزیزان جهان را خوار کرد||عشق آسان می‌نمود اول به امید وصال%ناامیدی‌های هجرانش چنین دشوار کرد||در بلای عشق کی خوانم دعای عافیت؟%کز دعاهای چنین می‌باید استغفار کرد||فی‌المثل گر خاک خواهد شد رقیب سنگدل%خواهد از خاکش فلک راه مرا دیوار کرد||گاه‌گاهی گر هلالی را بپرسی دور نیست%زان که آن بیچاره را این آرزو بیمار کرد
urn:cts:perslit:helali.ghazalh:104	helali		ghazalh	"
غزل شمارهٔ ۱۰۴"		مسکین طبیب، چارهٔ دردم خیال کرد%بیچاره را ببین چه خیال محال کرد؟||کی می‌رسد خیال طبیبان به درد من؟%دردن بدان رسید که نتوان خیال کرد||دارد هزار تفرقه دل در شب فراق%کو آن فراغتی که به روز وصال کرد؟||گل پیش عارض تو شد از انفعال سرخ%آن خنده‌ای که کرد هم از انفعال کرد||سنگین‌دلی که اسب جفا تاخت بر سرم%موری ضعیف را به ستم پایمال کرد||سلطان وقت شد ز گدایان کوی عشق%درویش میل سلطنت بی‌زوال کرد||گفتی که حلقه ساخت هلالی قد تو را%آن کس که ابروان تو را چون هلالی کرد
urn:cts:perslit:helali.ghazalh:105	helali		ghazalh	"
غزل شمارهٔ ۱۰۵"		نمی‌توان به تو شرح بلای هجران کرد%فتاده‌ام به بلایی که شرح نتوان کرد||ز روزگار مرا خود همیشه دردی بود%غم تو آمد و آن را هزار چندان کرد||بلای هجر تو مشکل بود، خوش آن بی‌دل%که مرد پیش تو و کار برخورد آسان کرد||خیال کشتن من داشت وه! چه شد یا رب؟%کدام سنگ‌دل آن شوخ را پشیمان کرد؟||جراحت دل ما بر طبیب ظاهر نیست%که تیر غمزهٔ او هر چه کرد پنهان کرد||نیافت لذت ارباب ذوق، بی‌دردی%که قدر درد ندانست و فکر درمان کرد||هلالی از دل مجروح من چه می‌پرسی؟%خرابه‌ای که تو دیدی فراق ویران کرد
