urn:cts:perslit:roodaki.baghimande:100	roodaki		baghimande	"
شمارهٔ ۱۰۰"		لنگ دونده‌ست، گوش نی و سخنیاب%گنگ فصیح است، چشم نی و جهان بین||تیزی شمشیر دارد و روش مار%کالبد عاشقان و گونهٔ غمگین
urn:cts:perslit:roodaki.baghimande:101	roodaki		baghimande	"
شمارهٔ ۱۰۱"		ترنج بیدار اندر شده به خواب گران%گل غنوده برانگیخته سر از بالین||هرآن که خاتم مدح تو کرد در انگشت%سر از دریچه زرین برون کند چو نگین
urn:cts:perslit:roodaki.baghimande:102	roodaki		baghimande	"
شمارهٔ ۱۰۲"		با عاشقان نشین و همه عاشقی گزین%با هر که نیست عاشق کم گوی و کم نشین||باشد که در وصال تو بینند روی دوست%تو نیز در میانهٔ ایشان نه ای، ببین
urn:cts:perslit:roodaki.baghimande:103	roodaki		baghimande	"
شمارهٔ ۱۰۳"		زه! دانا را گویند، که داند گفت%هیچ نادان را داننده نگوید: زه||سخن شیرین از زفت نیارد بر%بز ببج بج بر، هرگز نشود فربه
urn:cts:perslit:roodaki.baghimande:104	roodaki		baghimande	"
شمارهٔ ۱۰۴"		سماع و بادهٔ گلگون و لعبتان چو ماه%اگر فرشته ببیند دراوفتد در چاه||نظر چگونه بدوزم؟ که بهر دیدن دوست%ز خاک من همه نرگس دمد به جای گیاه||کسی که آگهی از ذوق عشق جانان یافت%ز خویش حیف بود، گر دمی بود آگاه||به چشمت اندر بالار ننگری تو به روز%به شب به چشم کسان اندرون ببینی کاه
urn:cts:perslit:roodaki.baghimande:105	roodaki		baghimande	"
شمارهٔ ۱۰۵"		من موی خویش را نه از آن می کنم سیاه%تا باز نو جوان شوم و نو کنم گناه||چون جامه‌ها به وقت مصیبت سیه کنند%من موی از مصیبت پیری کنم سیاه
urn:cts:perslit:roodaki.baghimande:106	roodaki		baghimande	"
شمارهٔ ۱۰۶"		پشت کوژ و سر تویل و روی بر کردار نیل%ساق چون سوهان و دندان بر مثال استره||بر کنار جوی بینم رستهٔ بادام و سرو%راست پندارم قطار اشتران آبره
urn:cts:perslit:roodaki.baghimande:107	roodaki		baghimande	"
شمارهٔ ۱۰۷"		رفیقا، چند گویی: کو نشاطت؟%بنگریزد کس از گرم آفروشه||مرا امروز توبه سود دارد%چنان چون دردمندان را شنوشه
urn:cts:perslit:roodaki.baghimande:108	roodaki		baghimande	"
شمارهٔ ۱۰۸"		زمانی برق پر خنده، زمانی رعد پر ناله%چنان مادر ابر سوک عروس سیزده ساله||و گشته زین پرند سبز شاخ بید بنساله%چنان چون اشک مهجوران نشسته ژاله بر لاله
urn:cts:perslit:roodaki.baghimande:109	roodaki		baghimande	"
شمارهٔ ۱۰۹"		مشوشست دلم از کرشمهٔ سلمی%چنان که خاطر مجنون ز طرهٔ لیلی||چو گل شکر دهیم در دل شود تسکین%چو ترش روی شوی وارهانی از صفری||به غنچهٔ تو شکر خنده نشانهٔ باده%به سنبل تو در گوش مهرهٔ افعی||ببرده نرگس تو آب جادوی بابل%گشاده غنچهٔ تو باب معجز موسی
urn:cts:perslit:roodaki.baghimande:10	roodaki		baghimande	"
شمارهٔ ۱۰"		آمد بهار خرم با رنگ و بوی طیب%با صد هزار نزهت و آرایش عجیب||شاید که مرد پیر بدین گه شود جوان%گیتی بدیل یافت شباب از پی مشیب||چرخ بزرگوار یکی لشکری بکرد%لشکرش ابر تیره و باد صبا نقیب||نفاط برق روشن و تندرش طبل زن%دیدم هزار خیل و ندیدم چنین مهیب||آن ابر بین، که گرید چون مرد سوکوار%و آن رعد بین، که نالد چون عاشق کئیب||خورشید را ز ابر دمد روی گاه‌گاه%چو نان حصاریی، که گذر دارد از رقیب||یک چند روزگار، جهان دردمند بود%به شد، که یافت بوی سمن باد را طبیب||باران مشکبوی ببارید نو به نو%وز برگ بر کشید یکی حلهٔ قشیب||کنجی که برف پیش همی داشت گل گرفت%هر جو یکی که خشک همی بود شد رطیب||تندر میان دشت همی باد بردمد%برق از میان ابر همی برکشد قضیب||لاله میان کشت بخندد همی ز دور%چون پنجهٔ عروس به حنّا شده خضیب||بلبل همی بخواند در شاخسار بید%سار از درخت سرو مرو را شده مجیب||صلصل به سر و بن بر، با نغمهٔ کهن%بلبل به شاخ گل بر، با لحنک غریب||اکنون خورید باده و اکنون زیید شاد%کاکنون برد نصیب حبیب از بر حبیب||ساقی گزین و باده و می خور به بانگ زیر%کز کشت سار نالد و از باغ عندلیب||هر چند نوبهار جهان است به چشم خوب%دیدار خواجه خوب تر، آن مهتر حسیب||شیب تو با فراز وفراز تو با نشیب%فرزند آدمی به تو اندر به شیب و تیب||دیدی تو ریژ و کام بدو اندرون بسی%بارید کان مطرب بودی به فر و زیب
