urn:cts:perslit:monshi.kelile-demni:ahobaraheme	monshi		kelile-demni	"
باب الملک و البراهمة"		
urn:cts:perslit:monshi.kelile-demni:ahzade	monshi		kelile-demni	"
باب ابن الملک و اصحابه"		
urn:cts:perslit:monshi.kelile-demni:boofozagh.10	monshi		kelile-demni	"
بخش ۱۰ - حکایت بازرگان و زن و دزد"		
urn:cts:perslit:monshi.kelile-demni:boofozagh.11	monshi		kelile-demni	"
بخش ۱۱"		
urn:cts:perslit:monshi.kelile-demni:boofozagh.12	monshi		kelile-demni	"
بخش ۱۲ - حکایت زاهد و دزد و دیو"		صلح دشمن چون جنگ دوست بود %که ازو مغز او چو پوست بود
urn:cts:perslit:monshi.kelile-demni:boofozagh.13	monshi		kelile-demni	"
بخش ۱۳ - حکایت درودگر و زن خیانتکارش"		صبح آمد و علامت مصقول برکشید%وز آسمان شمامه کافور بردمید||گویی که دست قرطه شعر کبود خویش%تا جایگاه ناف بعمدا فرو درید||در دهان دار تا بود خندان%چون گرانی کند بکن دندان||هرکجا داغ بایدت فرمود%چون تو مرهم نهی نداردسود
urn:cts:perslit:monshi.kelile-demni:boofozagh.14	monshi		kelile-demni	"
بخش ۱۴"		گر چو نرگس نیستی شوخ و چو لاله تیره دل %پس دو روی و ده زبان همچون گل و سوسن مباش
urn:cts:perslit:monshi.kelile-demni:boofozagh.15	monshi		kelile-demni	"
بخش ۱۵ - حکایت موشی که به دعای زاهد مستجاب الدعوه به پیکر دختری درآمد"		بمار ماهی مانی، نه این تمام و نه آن !%منافقی چکنی؟ مار باش یا ماهی 
urn:cts:perslit:monshi.kelile-demni:boofozagh.16	monshi		kelile-demni	"
بخش ۱۶ - سرانجام بومان"		شاد شو ای منهزم، که در مدد تو %حمله تایید و رکضت ظفر آید ||کرد آن سپید کار بملک تو چشم سرخ %تا زرد روی گشت و جهان شد برو سیاه
urn:cts:perslit:monshi.kelile-demni:boofozagh.17	monshi		kelile-demni	"
بخش ۱۷"		گردی که همی تلخ کند کام تو امروز %فردا نهد اندر دهن تو شکر فتح ||آنت بی همت شگرفی کو برون ناید زجان%وانت بی دولت سواری کو فرو ناید زتن
urn:cts:perslit:monshi.kelile-demni:boofozagh.18	monshi		kelile-demni	"
بخش ۱۸"		نی پای همیشه در رکابت باشد%بد نیز چو نیک در حسابت باشد ||برد تیغت ز نایبات شکوه%داد رایت بحادثات سکون||پیش سپاه تست زبخت تو پیشرو%بر بام ملک تست ز عدل تو پاسبان||بهرچه روی نهم یا بهر چه رای کنم%قوی است دست مرا تا تو دست یار منی
urn:cts:perslit:monshi.kelile-demni:boofozagh.19	monshi		kelile-demni	"
بخش ۱۹"		
urn:cts:perslit:monshi.kelile-demni:boofozagh.1	monshi		kelile-demni	"
بخش ۱ - باب بوف و زاغ"		
urn:cts:perslit:monshi.kelile-demni:boofozagh.2	monshi		kelile-demni	"
بخش ۲ - زاغان و بومان"		ای که بر چرخ ایمنی، زنهار%تکیه برآب کرده ای، هش دار». ||چون باد، خیز و آتش پیگار برافروز%چون ابر، و روز ظفر بی غبار کن||از غرب سوی شرق زن بد خواه را بر فرق زن%بر فرق او چون برق زن مگذار ازو نام و نشان
urn:cts:perslit:monshi.kelile-demni:boofozagh.3	monshi		kelile-demni	"
بخش ۳"		نرسد عقل اگر دو اسپه کند%در تگ وهم بی غبار ملک||نشوم خاضع عدو هرگز %ورچه بر آسمان کند مسکن||باز گنجشک را برد فرمان؟%شیر روباه را نهد گردن؟||هرکجا حزم تو فرود آید %برکشد امن حصنهای حصین||از خواب گران فتنه سبک برنکد سر%تا دیده حزم تو بود روشن و بیدار 
urn:cts:perslit:monshi.kelile-demni:boofozagh.4	monshi		kelile-demni	"
بخش ۴ - حکایت مرغان که می‌خواستند بوم را امیر خود کنند"		
urn:cts:perslit:monshi.kelile-demni:boofozagh.5	monshi		kelile-demni	"
بخش ۵ - خرگوشی که ادعای رسولی ماه کرد و پیلان"		دیو کانجا رسید سر بنهد %مرغ کانجا رسید پر بنهد ||نرود جز ببدرقه گردون%از هوا و زمین او بیرون
urn:cts:perslit:monshi.kelile-demni:boofozagh.6	monshi		kelile-demni	"
بخش ۶ - کبک انجیری، خرگوش و گربهٔ روزه‌دار"		کلبه ای کاندرو نخواهی ماند %سال عمرت چه ده چه صد چه هزار
urn:cts:perslit:monshi.kelile-demni:boofozagh.7	monshi		kelile-demni	"
بخش ۷ - ادامهٔ حکایت مرغان که می‌خواستند بوم را امیر خود کنند"		
urn:cts:perslit:monshi.kelile-demni:boofozagh.8	monshi		kelile-demni	"
بخش ۸ - حکایت زاهد و گوسفند و طراران"		
urn:cts:perslit:monshi.kelile-demni:boofozagh.9	monshi		kelile-demni	"
بخش ۹"		
urn:cts:perslit:monshi.kelile-demni:boofozagh	monshi		kelile-demni	"
باب البوم و الغراب"		
urn:cts:perslit:monshi.kelile-demni:boozineobakhe.1	monshi		kelile-demni	"
بخش ۱ - باب بوزینه و باخه"		
urn:cts:perslit:monshi.kelile-demni:boozineobakhe.2	monshi		kelile-demni	"
بخش ۲"		هست چون مار گرزه دولت دهر%نرم و رنگین و اندرون پرزهر||در غرورش، توانگر ودرویش%شاد همچون خیال گنج اندیش ||چیست دنیا و خلق و استظهار؟ %خاکدانی پر از سگ و مردار||بهریک خامش این همه فریاد %بهر یک توده خاک این همه باد ||هست مهر زمانه پرکینه %سیر دارد میان لوزینه||بار مایه گزین که برگذرد%این ههم بارنامه روی چند
urn:cts:perslit:monshi.kelile-demni:boozineobakhe.3	monshi		kelile-demni	"
بخش ۳"		کسی که عزت عزلت نیافت هیچ نیافت %کسی که روی قناعت ندید هیچ ندید 
urn:cts:perslit:monshi.kelile-demni:boozineobakhe.4	monshi		kelile-demni	"
بخش ۴"		
urn:cts:perslit:monshi.kelile-demni:boozineobakhe.5	monshi		kelile-demni	"
بخش ۵"		ای دوستی نموده و پیوسته دشمنی %در شرط تو نبود که با من تواین کنی||چون بآتش رسند هر دو بهم %نبود فعل عود چون چند چندن
urn:cts:perslit:monshi.kelile-demni:boozineobakhe.6	monshi		kelile-demni	"
بخش ۶ - حکایت شیر و روباه و خر"		نه امتحان پسوده چنو موضعی بدست %نه آرزو سپرده چنو بقعتی بپای||گر ماه شوی بآسمان کم نگرم%وربخت شوی رخت بکویت نبرم 
urn:cts:perslit:monshi.kelile-demni:boozineobakhe.7	monshi		kelile-demni	"
بخش ۷"		بهمه عمر یک خطا کردم %غم و تشویر صد خطا خوردم ||بچه خدمت زمن شوی خشنود%تا من امروز گرد آن گردم؟
urn:cts:perslit:monshi.kelile-demni:boozineobakhe	monshi		kelile-demni	"
باب القرد و السلحفاة"		
urn:cts:perslit:monshi.kelile-demni:borzooye.10	monshi		kelile-demni	"
بخش ۱۰"		
urn:cts:perslit:monshi.kelile-demni:borzooye.11	monshi		kelile-demni	"
بخش ۱۱"		
urn:cts:perslit:monshi.kelile-demni:borzooye.12	monshi		kelile-demni	"
بخش ۱۲"		
urn:cts:perslit:monshi.kelile-demni:borzooye.13	monshi		kelile-demni	"
بخش ۱۳ - حکایت مرد غافل"		
urn:cts:perslit:monshi.kelile-demni:borzooye.14	monshi		kelile-demni	"
بخش ۱۴"		
urn:cts:perslit:monshi.kelile-demni:borzooye.1	monshi		kelile-demni	"
بخش ۱ - باب برزویهٔ طبیب"		
urn:cts:perslit:monshi.kelile-demni:borzooye.2	monshi		kelile-demni	"
بخش ۲"		
urn:cts:perslit:monshi.kelile-demni:borzooye.3	monshi		kelile-demni	"
بخش ۳"		
urn:cts:perslit:monshi.kelile-demni:borzooye.4	monshi		kelile-demni	"
بخش ۴"		
urn:cts:perslit:monshi.kelile-demni:borzooye.5	monshi		kelile-demni	"
بخش ۵ - حکایت دزد نادان"		
urn:cts:perslit:monshi.kelile-demni:borzooye.6	monshi		kelile-demni	"
بخش ۶"		
urn:cts:perslit:monshi.kelile-demni:borzooye.7	monshi		kelile-demni	"
بخش ۷ - حکایت بازرگان و جواهرساز چنگنواز"		
urn:cts:perslit:monshi.kelile-demni:borzooye.8	monshi		kelile-demni	"
بخش ۸"		
urn:cts:perslit:monshi.kelile-demni:borzooye.9	monshi		kelile-demni	"
بخش ۹"		گر مذهب مردمان عاقل داری%یک دوست بسنده کن که یک دل داری
urn:cts:perslit:monshi.kelile-demni:borzooye	monshi		kelile-demni	"
باب برزویه الطبیب"		
